Date	Price Open	Price Low	Price High	Price Close	Volume
2007-11-06	2.370370963	0.711111289	0.719012525	0.711111289	4246170.0
2007-11-07	2.133333867	0.711111289	0.762469326	0.738765617	30258554.0
2007-11-08	2.370370963	0.726913762	0.762469326	0.73086438	40431646.0
2007-11-09	2.844445156	0.73086438	0.742716235	0.73086438	3561467.0
2007-11-12	2.587654968	0.711111289	0.726913762	0.719012525	6011717.0
2007-11-13	2.76543279	0.715061907	0.719012525	0.715061907	3157733.0
2007-11-14	2.844445156	0.715061907	0.746666853	0.73086438	8107591.0
2007-11-15	3.041976069	0.73086438	0.75456809	0.738765617	10270544.0
2007-11-16	2.844445156	0.734814999	0.8217286	0.805926127	177305158.0
2007-11-19	2.706173516	0.805926127	0.861234783	0.813827364	148740009.0
2007-11-20	2.864198247	0.782222418	0.8217286	0.786173036	42978083.0
2007-11-21	2.90370443	0.746666853	0.805926127	0.75456809	35726053.0
2007-11-22	2.864198247	0.734814999	0.762469326	0.750617472	17759245.0
2007-11-23	2.76543279	0.746666853	0.758518708	0.75456809	4044936.0
2007-11-26	2.864198247	0.750617472	0.774321181	0.75456809	22176275.0
2007-11-27	2.864198247	0.746666853	0.758518708	0.746666853	1713655.0
2007-11-28	2.864198247	0.73086438	0.750617472	0.73086438	9860481.0
2007-11-29	2.804938973	0.742716235	0.75456809	0.746666853	13413090.0
2007-11-30	2.804938973	0.742716235	0.770370563	0.770370563	11095731.0
2007-12-03	2.804938973	0.766419945	0.786173036	0.766419945	5724420.0
2007-12-04	2.725926607	0.766419945	0.805926127	0.790123654	25797227.0
2007-12-06	2.587654968	0.786173036	0.805926127	0.790123654	14747058.0
2007-12-07	2.646914242	0.766419945	0.790123654	0.770370563	3419717.0
2007-12-11	2.686420425	0.758518708	0.774321181	0.758518708	3590577.0
2007-12-12	2.706173516	0.75456809	0.774321181	0.766419945	971999.0
2007-12-13	2.627161151	0.750617472	0.762469326	0.758518708	2388233.0
2007-12-14	2.962963704	0.758518708	0.774321181	0.770370563	3124827.0
2007-12-17	2.943210612	0.750617472	0.766419945	0.750617472	3714608.0
2007-12-18	2.943210612	0.75456809	0.766419945	0.766419945	4353748.0
2007-12-19	2.844445156	0.762469326	0.786173036	0.782222418	10786919.0
2007-12-20	2.844445156	0.770370563	0.805926127	0.774321181	24994821.0
2007-12-21	2.725926607	0.782222418	0.813827364	0.798024891	38435756.0
2007-12-25	2.76543279	0.853333547	1.011358278	0.987654568	406373101.0
2007-12-26	2.745679699	0.932345912	1.07456817	0.956049622	399436212.0
2007-12-27	2.76543279	0.948148385	1.035061987	1.027160751	279657492.0
2007-12-28	2.76543279	1.011358278	1.090370643	1.058765697	344973851.0
2008-01-02	2.76543279	1.035061987	1.082469406	1.035061987	144309057.0
2008-01-03	2.76543279	0.963950858	1.05086446	0.979753331	163217490.0
2008-01-04	2.90370443	0.924444676	1.003457041	0.932345912	146315072.0
2008-01-07	2.824692064	0.924444676	0.979753331	0.979753331	92384273.0
2008-01-08	2.804938973	0.948148385	1.035061987	0.948148385	187189687.0
2008-01-09	2.923457521	0.908642202	0.956049622	0.908642202	88116587.0
2008-01-10	2.90370443	0.900740966	0.940247149	0.900740966	40655661.0
2008-01-11	2.962963704	0.877037256	0.924444676	0.877037256	25701040.0
2008-01-14	2.923457521	0.877037256	0.948148385	0.948148385	43279301.0
2008-01-15	2.90370443	0.916543439	0.979753331	0.924444676	72050747.0
2008-01-16	2.76543279	0.884938493	1.003457041	1.003457041	132075529.0
2008-01-17	2.745679699	0.979753331	1.042963224	1.003457041	308954172.0
2008-01-18	2.706173516	0.963950858	1.035061987	0.971852095	214720821.0
2008-01-21	2.686420425	0.916543439	1.035061987	0.948148385	183925641.0
2008-01-22	2.627161151	0.884938493	0.932345912	0.908642202	113801174.0
2008-01-23	2.528395694	0.900740966	0.948148385	0.900740966	117275314.0
2008-01-24	2.528395694	0.853333547	0.924444676	0.853333547	127000374.0
2008-01-25	2.409877146	0.877037256	0.924444676	0.916543439	89393602.0
2008-01-28	2.429630237	0.884938493	0.932345912	0.892839729	77911855.0
2008-01-29	2.429630237	0.900740966	0.932345912	0.900740966	78891449.0
2008-01-30	2.429630237	0.892839729	0.932345912	0.916543439	81274620.0
2008-01-31	2.271605506	0.908642202	0.987654568	0.963950858	206652463.0
2008-02-01	1.951605426	0.963950858	0.995555804	0.979753331	170854269.0
2008-02-04	2.350617872	0.971852095	1.019259514	0.979753331	114689643.0
2008-02-05	2.370370963	0.963950858	0.995555804	0.987654568	80753182.0
2008-02-06	2.46913642	0.948148385	0.963950858	0.963950858	38304131.0
2008-02-07	2.370370963	0.956049622	0.971852095	0.956049622	20919510.0
2008-02-08	2.429630237	0.963950858	0.987654568	0.979753331	36760068.0
2008-02-11	2.449383328	0.956049622	1.003457041	0.956049622	74492137.0
2008-02-12	2.508642602	0.963950858	1.003457041	1.003457041	60275375.0
2008-02-13	2.508642602	1.027160751	1.161481772	1.153580535	432242470.0
2008-02-14	2.46913642	1.106173116	1.200987955	1.129876826	394300307.0
2008-02-15	2.350617872	1.090370643	1.193086718	1.185185481	226678443.0
2008-02-18	2.370370963	1.193086718	1.25629661	1.248395374	199444731.0
2008-02-19	2.350617872	1.232592901	1.28000032	1.240494137	157348788.0
2008-02-20	2.291358598	1.193086718	1.248395374	1.208889191	94086538.0
2008-02-22	2.271605506	1.193086718	1.319506503	1.30370403	225707709.0
2008-02-25	2.251852415	1.287901557	1.319506503	1.295802793	112058409.0
2008-02-26	2.212346232	1.193086718	1.335308976	1.232592901	292232739.0
2008-02-27	2.153086958	1.248395374	1.311605266	1.264197847	208839463.0
2008-02-28	2.113580775	1.240494137	1.311605266	1.248395374	115424971.0
2008-02-29	2.212346232	1.224691664	1.28000032	1.240494137	97945428.0
2008-03-03	2.133333867	1.240494137	1.28000032	1.264197847	107374332.0
2008-03-04	2.113580775	1.264197847	1.319506503	1.287901557	164157849.0
2008-03-05	2.074074593	1.264197847	1.295802793	1.264197847	58999625.0
2008-03-06	2.074074593	1.248395374	1.287901557	1.248395374	75012309.0
2008-03-07	2.133333867	1.193086718	1.240494137	1.200987955	59650156.0
2008-03-10	2.093827684	1.169383008	1.193086718	1.169383008	27993086.0
2008-03-11	2.192593141	1.161481772	1.232592901	1.224691664	63430577.0
2008-03-12	2.074074593	1.208889191	1.248395374	1.208889191	37753584.0
2008-03-13	2.074074593	1.169383008	1.200987955	1.169383008	23397603.0
2008-03-14	2.093827684	1.161481772	1.185185481	1.169383008	18331307.0
2008-03-17	1.967407899	1.129876826	1.153580535	1.129876826	10951450.0
2008-03-18	1.995062227	1.137778062	1.216790428	1.216790428	40931567.0
2008-03-19	2.014815319	1.177284245	1.224691664	1.177284245	34027585.0
2008-03-20	2.054321501	1.153580535	1.185185481	1.169383008	9928825.0
2008-03-21	2.014815319	1.177284245	1.224691664	1.208889191	43332457.0
2008-03-24	1.995062227	1.185185481	1.216790428	1.193086718	22967291.0
2008-03-25	1.975309136	1.200987955	1.248395374	1.224691664	64864530.0
2008-03-26	1.995062227	1.200987955	1.232592901	1.208889191	16608792.0
2008-03-27	1.951605426	1.200987955	1.240494137	1.224691664	20999244.0
2008-03-28	1.94370419	1.208889191	1.232592901	1.216790428	14660996.0
2008-03-31	1.880494297	1.161481772	1.185185481	1.161481772	17597245.0
2008-04-01	1.880494297	1.161481772	1.177284245	1.169383008	8644216.0
2008-04-02	1.793580695	1.177284245	1.216790428	1.177284245	67918483.0
2008-04-03	1.89629677	1.169383008	1.193086718	1.177284245	21723182.0
2008-04-04	1.995062227	1.177284245	1.208889191	1.200987955	31315351.0
2008-04-08	1.995062227	1.177284245	1.208889191	1.177284245	11232419.0
2008-04-09	2.03456841	1.177284245	1.208889191	1.185185481	47528003.0
2008-04-10	1.975309136	1.169383008	1.216790428	1.169383008	52166518.0
2008-04-11	1.94370419	1.169383008	1.185185481	1.169383008	11662731.0
2008-04-16	1.935802953	1.153580535	1.177284245	1.153580535	18490776.0
2008-04-17	1.935802953	1.161481772	1.177284245	1.161481772	24916353.0
2008-04-18	1.935802953	1.129876826	1.169383008	1.137778062	25869368.0
2008-04-21	1.935802953	1.129876826	1.161481772	1.129876826	11939903.0
2008-04-22	1.995062227	1.137778062	1.193086718	1.153580535	61234719.0
2008-04-23	2.014815319	1.129876826	1.177284245	1.145679299	31422929.0
2008-04-24	1.975309136	1.106173116	1.153580535	1.106173116	28394289.0
2008-04-25	1.959506663	1.090370643	1.121975589	1.090370643	9642794.0
2008-04-28	1.92000048	1.066666933	1.106173116	1.066666933	8841654.0
2008-04-29	1.817284405	1.05086446	1.082469406	1.058765697	8137966.0
2008-04-30	1.722469566	1.058765697	1.090370643	1.066666933	3986717.0
2008-05-02	1.675062147	1.07456817	1.090370643	1.07456817	11005872.0
2008-05-06	1.682963384	1.042963224	1.082469406	1.042963224	10132591.0
2008-05-07	1.659259674	1.042963224	1.066666933	1.042963224	6177514.0
2008-05-08	1.556543599	1.042963224	1.09827188	1.082469406	35627334.0
2008-05-09	1.556543599	1.058765697	1.082469406	1.058765697	10011091.0
2008-05-12	1.548642362	1.019259514	1.058765697	1.027160751	16043058.0
2008-05-13	1.548642362	1.003457041	1.042963224	1.003457041	16440464.0
2008-05-14	1.501234943	1.003457041	1.042963224	1.035061987	13649762.0
2008-05-15	1.414321341	1.027160751	1.05086446	1.035061987	9616216.0
2008-05-16	1.414321341	1.027160751	1.05086446	1.035061987	6965998.0
2008-05-20	1.319506503	1.011358278	1.035061987	1.011358278	10945122.0
2008-05-21	1.351111449	0.971852095	1.003457041	0.979753331	24715118.0
2008-05-22	1.359012685	0.948148385	0.979753331	0.948148385	17097323.0
2008-05-23	1.264197847	0.948148385	0.987654568	0.948148385	51148955.0
2008-05-26	1.224691664	0.900740966	0.963950858	0.924444676	13046059.0
2008-05-27	1.082469406	0.900740966	0.932345912	0.924444676	7387451.0
2008-05-28	1.169383008	0.892839729	0.924444676	0.892839729	6423045.0
